N,R,P,CI,EV,LB,UB
10,8,20,90,21.03,0.0,60.39
10,8,20,95,21.03,0.0,64.33
10,8,20,99,21.03,0.0,69.47
10,10,20,90,100.0,100.0,100.0
10,10,20,95,100.0,100.0,100.0
10,10,20,99,100.0,100.0,100.0
10,7,20,90,11.12,0.0,46.31
10,7,20,95,11.12,0.0,49.36
10,7,20,99,11.12,0.0,56.17
10,9,20,90,42.31,0.0,79.32
10,9,20,95,42.31,0.0,81.32
10,9,20,99,42.31,0.0,84.15
10,5,20,90,3.57,0.0,26.89
10,5,20,95,3.57,0.0,29.07
10,5,20,99,3.57,0.0,36.52
10,3,20,90,1.17,0.0,17.07
10,3,20,95,1.17,0.0,19.92
10,3,20,99,1.17,0.0,22.2
10,6,20,90,6.2,0.0,33.89
10,6,20,95,6.2,0.0,39.12
10,6,20,99,6.2,0.0,45.21
10,4,20,90,2.07,0.0,21.72
10,4,20,95,2.07,0.0,23.89
10,4,20,99,2.07,0.0,30.2
10,6,50,90,23.64,0.0,51.67
10,6,50,95,23.64,0.0,54.29
10,6,50,99,23.64,0.0,58.56
10,4,50,90,8.32,0.0,31.79
10,4,50,95,8.32,0.0,34.23
10,4,50,99,8.32,0.0,39.38
10,5,50,90,14.27,0.0,41.21
10,5,50,95,14.27,0.0,43.68
10,5,50,99,14.27,0.0,48.78
10,1,50,90,0.9,0.0,10.0
10,1,50,95,0.9,0.0,10.0
10,1,50,99,0.9,0.0,10.0
10,2,50,90,2.34,0.0,18.4
10,2,50,95,2.34,0.0,19.64
10,2,50,99,2.34,0.0,20.0
10,9,50,90,77.08,65.24,87.64
10,9,50,95,77.08,55.76,88.43
10,9,50,99,77.08,0.0,89.54
10,3,50,90,4.62,0.0,23.93
10,3,50,95,4.62,0.0,27.35
10,3,50,99,4.62,0.0,30.0
10,7,50,90,37.43,0.0,63.2
10,7,50,95,37.43,0.0,65.44
10,7,50,99,37.43,0.0,68.71
10,8,50,90,55.7,34.11,75.33
10,8,50,95,55.7,0.0,76.89
10,8,50,99,55.7,0.0,79.09
10,10,50,90,100.0,100.0,100.0
10,10,50,95,100.0,100.0,100.0
10,10,50,99,100.0,100.0,100.0
10,2,80,90,7.56,0.0,20.0
10,2,80,95,7.56,0.0,20.0
10,2,80,99,7.56,0.0,20.0
10,1,80,90,2.85,0.0,10.0
10,1,80,95,2.85,0.0,10.0
10,1,80,99,2.85,0.0,10.0
10,0,80,90,0.0,0.0,0.0
10,0,80,95,0.0,0.0,0.0
10,0,80,99,0.0,0.0,0.0
10,3,80,90,14.74,0.0,30.0
10,3,80,95,14.74,0.0,30.0
10,3,80,99,14.74,0.0,30.0
10,4,80,90,24.47,0.0,40.0
10,4,80,95,24.47,0.0,40.0
10,4,80,99,24.47,0.0,40.0
10,5,80,90,36.07,19.81,50.0
10,5,80,95,36.07,0.0,50.0
10,5,80,99,36.07,0.0,50.0
10,6,80,90,48.58,35.28,60.0
10,6,80,95,48.58,29.82,60.0
10,6,80,99,48.58,0.0,60.0
10,0,50,90,0.0,0.0,0.0
10,0,50,95,0.0,0.0,0.0
10,0,50,99,0.0,0.0,0.0
10,7,80,90,61.39,51.4,70.0
10,7,80,95,61.39,47.07,70.0
10,7,80,99,61.39,36.48,70.0
10,8,80,90,74.25,67.59,80.0
10,8,80,95,74.25,64.7,80.0
10,8,80,99,74.25,57.52,80.0
10,9,80,90,87.12,83.79,90.0
10,9,80,95,87.12,82.35,90.0
10,9,80,99,87.12,78.75,90.0
10,10,80,90,100.0,100.0,100.0
10,10,80,95,100.0,100.0,100.0
10,10,80,99,100.0,100.0,100.0
50,44,20,90,37.74,0.0,61.09
50,44,20,95,37.74,0.0,63.44
50,44,20,99,37.74,0.0,67.36
50,35,20,90,5.25,0.0,20.43
50,35,20,95,5.25,0.0,23.53
50,35,20,99,5.25,0.0,28.82
50,43,20,90,30.08,0.0,54.88
50,43,20,95,30.08,0.0,57.56
50,43,20,99,30.08,0.0,62.08
50,37,20,90,7.75,0.0,26.19
50,37,20,95,7.75,0.0,29.4
50,37,20,99,7.75,0.0,35.01
50,39,20,90,11.87,0.0,33.71
50,39,20,95,11.87,0.0,37.06
50,39,20,99,11.87,0.0,42.89
50,42,20,90,23.79,0.0,48.92
50,42,20,95,23.79,0.0,51.89
50,42,20,99,23.79,0.0,56.93
50,41,20,90,18.78,0.0,43.26
50,41,20,95,18.78,0.0,46.47
50,41,20,99,18.78,0.0,51.96
50,40,20,90,14.88,0.0,38.17
50,40,20,95,14.88,0.0,41.39
50,40,20,99,14.88,0.0,47.15
50,38,20,90,9.54,0.0,29.4
50,38,20,95,9.54,0.0,32.86
50,38,20,99,9.54,0.0,38.97
50,45,20,90,46.67,20.86,67.47
50,45,20,95,46.67,0.0,69.45
50,45,20,99,46.67,0.0,72.74
50,47,20,90,67.15,50.41,80.45
50,47,20,95,67.15,42.62,81.64
50,47,20,99,67.15,25.72,83.62
50,36,20,90,6.35,0.0,23.02
50,36,20,95,6.35,0.0,26.03
50,36,20,99,6.35,0.0,32.06
50,34,20,90,4.38,0.0,18.37
50,34,20,95,4.38,0.0,21.01
50,34,20,99,4.38,0.0,26.45
50,33,20,90,3.68,0.0,16.39
50,33,20,95,3.68,0.0,18.78
50,33,20,99,3.68,0.0,24.12
50,46,20,90,56.59,34.59,73.94
50,46,20,95,56.59,25.42,75.53
50,46,20,99,56.59,0.0,78.17
50,32,20,90,3.12,0.0,14.42
50,32,20,95,3.12,0.0,17.21
50,32,20,99,3.12,0.0,21.68
50,48,20,90,78.01,66.85,86.96
50,48,20,95,78.01,61.51,87.76
50,48,20,99,78.01,48.22,89.08
50,25,50,90,8.61,0.0,22.56
50,25,50,95,8.61,0.0,24.88
50,25,50,99,8.61,0.0,29.08
50,26,50,90,10.27,0.0,24.93
50,26,50,95,10.27,0.0,27.24
50,26,50,99,10.27,0.0,31.41
50,24,50,90,7.22,0.0,20.32
50,24,50,95,7.22,0.0,22.62
50,24,50,99,7.22,0.0,26.82
50,30,50,90,20.21,5.13,36.41
50,30,50,95,20.21,0.0,38.55
50,30,50,99,20.21,0.0,42.31
50,22,50,90,5.11,0.0,16.41
50,22,50,95,5.11,0.0,18.54
50,22,50,99,5.11,0.0,22.47
50,32,50,90,27.1,10.62,42.62
50,32,50,95,27.1,6.76,44.58
50,32,50,99,27.1,0.0,48.01
50,23,50,90,6.07,0.0,18.12
50,23,50,95,6.07,0.0,20.38
50,23,50,99,6.07,0.0,24.59
50,21,50,90,4.31,0.0,14.59
50,21,50,95,4.31,0.0,16.73
50,21,50,99,4.31,0.0,20.73
50,28,50,90,14.55,0.0,30.47
50,28,50,95,14.55,0.0,32.74
50,28,50,99,14.55,0.0,36.76
50,19,50,90,3.09,0.0,11.83
50,19,50,95,3.09,0.0,13.66
50,19,50,99,3.09,0.0,17.41
50,20,50,90,3.65,0.0,13.26
50,20,50,95,3.65,0.0,15.19
50,20,50,99,3.65,0.0,18.81
50,31,50,90,23.52,7.3,39.49
50,31,50,95,23.52,0.0,41.55
50,31,50,99,23.52,0.0,45.15
50,27,50,90,12.24,0.0,27.64
50,27,50,95,12.24,0.0,29.95
50,27,50,99,12.24,0.0,34.06
50,29,50,90,17.2,0.0,33.39
50,29,50,95,17.2,0.0,35.61
50,29,50,99,17.2,0.0,39.51
50,18,50,90,2.63,0.0,10.7
50,18,50,95,2.63,0.0,12.52
50,18,50,99,2.63,0.0,15.72
50,34,50,90,34.78,19.01,48.96
50,34,50,95,34.78,14.55,50.71
50,34,50,99,34.78,6.24,53.76
50,37,50,90,46.9,33.82,58.52
50,37,50,95,46.9,29.84,59.94
50,37,50,99,46.9,20.77,62.43
50,14,50,90,1.38,0.0,7.24
50,14,50,95,1.38,0.0,8.56
50,14,50,99,1.38,0.0,11.3
50,17,50,90,2.23,0.0,9.76
50,17,50,95,2.23,0.0,11.23
50,17,50,99,2.23,0.0,14.62
50,33,50,90,30.87,14.64,45.78
50,33,50,95,30.87,10.53,47.64
50,33,50,99,30.87,0.0,50.88
50,16,50,90,1.9,0.0,8.75
50,16,50,95,1.9,0.0,10.22
50,16,50,99,1.9,0.0,13.26
50,35,50,90,38.78,23.79,52.14
50,35,50,95,38.78,19.36,53.78
50,35,50,99,38.78,10.02,56.65
50,15,50,90,1.62,0.0,7.79
50,15,50,95,1.62,0.0,9.43
50,15,50,99,1.62,0.0,12.19
50,11,80,90,5.59,0.0,14.13
50,11,80,95,5.59,0.0,15.31
50,11,80,99,5.59,0.0,17.85
50,8,80,90,2.68,0.0,9.16
50,8,80,95,2.68,0.0,10.33
50,8,80,99,2.68,0.0,12.39
50,10,80,90,4.42,0.0,12.34
50,10,80,95,4.42,0.0,13.6
50,10,80,99,4.42,0.0,16.0
50,7,80,90,2.05,0.0,7.91
50,7,80,95,2.05,0.0,8.9
50,7,80,99,2.05,0.0,10.97
50,6,80,90,1.55,0.0,6.6
50,6,80,95,1.55,0.0,7.75
50,6,80,99,1.55,0.0,9.64
50,9,80,90,3.46,0.0,10.62
50,9,80,95,3.46,0.0,11.96
50,9,80,99,3.46,0.0,14.19
50,12,80,90,6.99,0.0,16.01
50,12,80,95,6.99,0.0,17.27
50,12,80,99,6.99,0.0,19.76
50,13,80,90,8.64,0.0,17.99
50,13,80,95,8.64,0.0,19.33
50,13,80,99,8.64,0.0,21.73
50,14,80,90,10.52,0.0,20.06
50,14,80,95,10.52,0.0,21.44
50,14,80,99,10.52,0.0,23.75
50,15,80,90,12.6,3.75,22.2
50,15,80,95,12.6,0.0,23.58
50,15,80,99,12.6,0.0,25.81
50,5,80,90,1.14,0.0,5.74
50,5,80,95,1.14,0.0,6.39
50,5,80,99,1.14,0.0,8.08
50,19,80,90,22.12,13.08,31.05
50,19,80,95,22.12,10.64,32.28
50,19,80,99,22.12,5.79,34.25
50,16,80,90,14.85,5.7,24.4
50,16,80,95,14.85,3.6,25.74
50,16,80,99,14.85,0.0,27.91
50,17,80,90,17.21,7.91,26.61
50,17,80,95,17.21,5.74,27.91
50,17,80,99,17.21,0.0,30.01
50,3,80,90,0.54,0.0,3.91
50,3,80,95,0.54,0.0,4.63
50,3,80,99,0.54,0.0,5.84
50,4,80,90,0.81,0.0,4.81
50,4,80,95,0.81,0.0,5.63
50,4,80,99,0.81,0.0,7.17
50,18,80,90,19.64,10.4,28.83
50,18,80,95,19.64,8.02,30.09
50,18,80,99,19.64,3.46,32.13
50,49,20,90,88.99,83.41,93.48
50,49,20,95,88.99,80.73,93.88
50,49,20,99,88.99,73.77,94.54
50,50,20,90,100.0,100.0,100.0
50,50,20,95,100.0,100.0,100.0
50,50,20,99,100.0,100.0,100.0
50,36,50,90,42.83,28.77,55.33
50,36,50,95,42.83,24.52,56.86
50,36,50,99,42.83,15.04,59.54
50,38,50,90,50.97,38.89,61.71
50,38,50,95,50.97,35.22,63.02
50,38,50,99,50.97,26.76,65.32
50,21,80,90,27.12,18.62,35.5
50,21,80,95,27.12,16.29,36.64
50,21,80,99,27.12,11.27,38.49
50,22,80,90,29.64,21.42,37.72
50,22,80,95,29.64,19.16,38.83
50,22,80,99,29.64,14.28,40.61
50,20,80,90,24.62,15.83,33.27
50,20,80,95,24.62,13.43,34.46
50,20,80,99,24.62,8.37,36.37
50,23,80,90,32.15,24.23,39.95
50,23,80,95,32.15,22.05,41.01
50,23,80,99,32.15,17.32,42.73
50,31,20,90,2.66,0.0,13.19
50,31,20,95,2.66,0.0,15.69
50,31,20,99,2.66,0.0,20.15
50,39,50,90,55.06,43.98,64.9
50,39,50,95,55.06,40.61,66.1
50,39,50,99,55.06,32.83,68.21
50,41,50,90,63.23,54.17,71.28
50,41,50,95,63.23,51.4,72.27
50,41,50,99,63.23,45.03,73.99
50,26,80,90,39.69,32.65,46.62
50,26,80,95,39.69,30.71,47.57
50,26,80,99,39.69,26.5,49.09
50,24,80,90,34.66,27.03,42.17
50,24,80,95,34.66,24.93,43.2
50,24,80,99,34.66,20.38,44.85
50,25,80,90,37.17,29.84,44.39
50,25,80,95,37.17,27.82,45.38
50,25,80,99,37.17,23.44,46.97
50,29,80,90,47.22,41.06,53.29
50,29,80,95,47.22,39.37,54.12
50,29,80,99,47.22,35.69,55.45
50,27,80,90,42.2,35.45,48.84
50,27,80,95,42.2,33.6,49.75
50,27,80,99,42.2,29.57,51.21
50,28,80,90,44.71,38.26,51.07
50,28,80,95,44.71,36.48,51.93
50,28,80,99,44.71,32.63,53.33
50,40,50,90,59.14,49.07,68.09
50,40,50,95,59.14,46.0,69.19
50,40,50,99,59.14,38.93,71.1
50,30,80,90,49.74,43.87,55.51
50,30,80,95,49.74,42.26,56.3
50,30,80,99,49.74,38.75,57.57
50,31,80,90,52.25,46.68,57.74
50,31,80,95,52.25,45.14,58.49
50,31,80,99,52.25,41.81,59.7
50,32,80,90,54.76,49.48,59.96
50,32,80,95,54.76,48.03,60.67
50,32,80,99,54.76,44.88,61.82
50,33,80,90,57.28,52.29,62.19
50,33,80,95,57.28,50.92,62.86
50,33,80,99,57.28,47.94,63.94
50,42,50,90,67.31,59.26,74.47
50,42,50,95,67.31,56.8,75.35
50,42,50,99,67.31,51.14,76.88
50,46,50,90,83.65,79.63,87.23
50,46,50,95,83.65,78.4,87.67
50,46,50,99,83.65,75.57,88.44
50,43,50,90,71.4,64.35,77.66
50,43,50,95,71.4,62.2,78.43
50,43,50,99,71.4,57.25,79.77
50,44,50,90,75.48,69.44,80.85
50,44,50,95,75.48,67.6,81.51
50,44,50,99,75.48,63.35,82.66
50,35,80,90,62.3,57.9,66.63
50,35,80,95,62.3,56.69,67.23
50,35,80,99,62.3,54.06,68.18
50,34,80,90,59.79,55.1,64.41
50,34,80,95,59.79,53.8,65.04
50,34,80,99,59.79,51.0,66.06
50,38,80,90,69.84,66.32,73.31
50,38,80,95,69.84,65.35,73.78
50,38,80,99,69.84,63.25,74.54
50,36,80,90,64.81,60.71,68.86
50,36,80,95,64.81,59.58,69.41
50,36,80,99,64.81,57.12,70.3
50,45,50,90,79.57,74.53,84.04
50,45,50,95,79.57,73.0,84.59
50,45,50,99,79.57,69.46,85.55
50,47,50,90,87.74,84.72,90.42
50,47,50,95,87.74,83.8,90.75
50,47,50,99,87.74,81.67,91.33
50,40,80,90,74.87,71.93,77.75
50,40,80,95,74.87,71.13,78.15
50,40,80,99,74.87,69.37,78.78
50,37,80,90,67.33,63.51,71.08
50,37,80,95,67.33,62.46,71.6
50,37,80,99,67.33,60.19,72.42
50,39,80,90,72.35,69.13,75.53
50,39,80,95,72.35,68.24,75.96
50,39,80,99,72.35,66.31,76.66
50,48,50,90,91.82,89.81,93.61
50,48,50,95,91.82,89.2,93.83
50,48,50,99,91.82,87.78,94.22
50,41,80,90,77.38,74.74,79.98
50,41,80,95,77.38,74.01,80.33
50,41,80,99,77.38,72.44,80.91
50,43,80,90,82.4,80.35,84.43
50,43,80,95,82.4,79.79,84.7
50,43,80,99,82.4,78.56,85.15
50,42,80,90,79.89,77.55,82.2
50,42,80,95,79.89,76.9,82.52
50,42,80,99,79.89,75.5,83.03
50,49,50,90,95.91,94.9,96.8
50,49,50,95,95.91,94.6,96.91
50,49,50,99,95.91,93.89,97.11
50,44,80,90,84.92,83.16,86.65
50,44,80,95,84.92,82.67,86.89
50,44,80,99,84.92,81.62,87.27
50,45,80,90,87.43,85.96,88.87
50,45,80,95,87.43,85.56,89.07
50,45,80,99,87.43,84.68,89.39
50,46,80,90,89.94,88.77,91.1
50,46,80,95,89.94,88.45,91.26
50,46,80,99,89.94,87.75,91.51
50,50,50,90,100.0,100.0,100.0
50,50,50,95,100.0,100.0,100.0
50,50,50,99,100.0,100.0,100.0
50,47,80,90,92.46,91.58,93.32
50,47,80,95,92.46,91.33,93.44
50,47,80,99,92.46,90.81,93.63
50,48,80,90,94.97,94.38,95.55
50,48,80,95,94.97,94.22,95.63
50,48,80,99,94.97,93.87,95.75
50,50,80,90,100.0,100.0,100.0
50,50,80,95,100.0,100.0,100.0
50,50,80,99,100.0,100.0,100.0
50,49,80,90,97.48,97.19,97.77
50,49,80,95,97.48,97.11,97.81
50,49,80,99,97.48,96.93,97.87
100,81,20,90,13.71,0.0,32.51
100,81,20,95,13.71,0.0,35.49
100,81,20,99,13.71,0.0,40.58
100,86,20,90,29.13,8.38,48.84
100,86,20,95,29.13,0.0,51.25
100,86,20,99,29.13,0.0,55.46
100,77,20,90,7.67,0.0,22.78
100,77,20,95,7.67,0.0,25.58
100,77,20,99,7.67,0.0,30.92
100,80,20,90,11.79,0.0,29.81
100,80,20,95,11.79,0.0,32.74
100,80,20,99,11.79,0.0,38.01
100,83,20,90,18.63,0.0,38.63
100,83,20,95,18.63,0.0,41.35
100,83,20,99,18.63,0.0,46.34
100,78,20,90,8.81,0.0,24.92
100,78,20,95,8.81,0.0,27.85
100,78,20,99,8.81,0.0,33.09
100,88,20,90,38.05,16.84,56.02
100,88,20,95,38.05,11.33,58.13
100,88,20,99,38.05,0.0,61.75
100,73,20,90,4.59,0.0,16.17
100,73,20,95,4.59,0.0,18.63
100,73,20,99,4.59,0.0,23.5
100,84,20,90,21.7,0.0,41.93
100,84,20,95,21.7,0.0,44.58
100,84,20,99,21.7,0.0,49.32
100,85,20,90,25.2,0.0,45.34
100,85,20,95,25.2,0.0,47.88
100,85,20,99,25.2,0.0,52.36
100,75,20,90,5.88,0.0,19.09
100,75,20,95,5.88,0.0,21.74
100,75,20,99,5.88,0.0,26.89
100,76,20,90,6.7,0.0,20.89
100,76,20,95,6.7,0.0,23.68
100,76,20,99,6.7,0.0,28.86
100,87,20,90,33.43,12.15,52.41
100,87,20,95,33.43,7.65,54.67
100,87,20,99,33.43,0.0,58.59
100,74,20,90,5.18,0.0,17.63
100,74,20,95,5.18,0.0,20.21
100,74,20,99,5.18,0.0,25.16
100,82,20,90,15.97,0.0,35.46
100,82,20,95,15.97,0.0,38.35
100,82,20,99,15.97,0.0,43.43
100,79,20,90,10.17,0.0,27.21
100,79,20,95,10.17,0.0,30.1
100,79,20,99,10.17,0.0,35.54
100,71,20,90,3.65,0.0,13.86
100,71,20,95,3.65,0.0,16.14
100,71,20,99,3.65,0.0,20.64
100,72,20,90,4.08,0.0,14.88
100,72,20,95,4.08,0.0,17.28
100,72,20,99,4.08,0.0,21.94
100,70,20,90,3.27,0.0,12.86
100,70,20,95,3.27,0.0,14.97
100,70,20,99,3.27,0.0,19.24
100,89,20,90,42.92,22.75,59.66
100,89,20,95,42.92,16.84,61.6
100,89,20,99,42.92,0.0,64.92
100,66,20,90,2.18,0.0,9.74
100,66,20,95,2.18,0.0,11.5
100,66,20,99,2.18,0.0,14.97
100,90,20,90,47.94,29.32,63.32
100,90,20,95,47.94,23.57,65.08
100,90,20,99,47.94,10.88,68.11
100,68,20,90,2.65,0.0,10.98
100,68,20,95,2.65,0.0,13.05
100,68,20,99,2.65,0.0,17.1
100,69,20,90,2.94,0.0,11.85
100,69,20,95,2.94,0.0,13.83
100,69,20,99,2.94,0.0,18.1
100,91,20,90,53.07,36.21,66.98
100,91,20,95,53.07,30.88,68.57
100,91,20,99,53.07,18.33,71.29
100,54,50,90,10.42,0.0,22.32
100,54,50,95,10.42,0.0,24.26
100,54,50,99,10.42,0.0,27.8
100,57,50,90,14.54,3.19,26.98
100,57,50,95,14.54,0.0,28.88
100,57,50,99,14.54,0.0,32.27
100,40,50,90,2.26,0.0,8.23
100,40,50,95,2.26,0.0,9.63
100,40,50,99,2.26,0.0,12.46
100,52,50,90,8.27,0.0,19.47
100,52,50,95,8.27,0.0,21.36
100,52,50,99,8.27,0.0,24.93
100,42,50,90,2.76,0.0,9.36
100,42,50,95,2.76,0.0,10.91
100,42,50,99,2.76,0.0,14.0
100,53,50,90,9.29,0.0,20.87
100,53,50,95,9.29,0.0,22.79
100,53,50,99,9.29,0.0,26.35
100,60,50,90,19.63,6.98,31.95
100,60,50,95,19.63,4.44,33.72
100,60,50,99,19.63,0.0,36.91
100,44,50,90,3.39,0.0,10.86
100,44,50,95,3.39,0.0,12.46
100,44,50,99,3.39,0.0,15.75
100,49,50,90,5.86,0.0,15.69
100,49,50,95,5.86,0.0,17.54
100,49,50,99,5.86,0.0,21.11
100,47,50,90,4.68,0.0,13.54
100,47,50,95,4.68,0.0,15.35
100,47,50,99,4.68,0.0,18.76
100,51,50,90,7.37,0.0,18.11
100,51,50,95,7.37,0.0,20.06
100,51,50,99,7.37,0.0,23.61
100,56,50,90,13.05,2.49,25.37
100,56,50,95,13.05,0.0,27.31
100,56,50,99,13.05,0.0,30.76
100,55,50,90,11.67,0.0,23.81
100,55,50,95,11.67,0.0,25.77
100,55,50,99,11.67,0.0,29.27
100,48,50,90,5.23,0.0,14.55
100,48,50,95,5.23,0.0,16.4
100,48,50,99,5.23,0.0,19.87
100,39,50,90,2.06,0.0,7.62
100,39,50,95,2.06,0.0,8.94
100,39,50,99,2.06,0.0,11.68
100,59,50,90,17.84,5.4,30.27
100,59,50,95,17.84,3.23,32.09
100,59,50,99,17.84,0.0,35.35
100,46,50,90,4.19,0.0,12.57
100,46,50,95,4.19,0.0,14.27
100,46,50,99,4.19,0.0,17.72
100,41,50,90,2.5,0.0,8.81
100,41,50,95,2.5,0.0,10.26
100,41,50,99,2.5,0.0,13.13
100,43,50,90,3.05,0.0,10.14
100,43,50,95,3.05,0.0,11.72
100,43,50,99,3.05,0.0,14.79
100,50,50,90,6.57,0.0,16.84
100,50,50,95,6.57,0.0,18.79
100,50,50,99,6.57,0.0,22.35
100,45,50,90,3.77,0.0,11.69
100,45,50,95,3.77,0.0,13.41
100,45,50,99,3.77,0.0,16.62
100,38,50,90,1.87,0.0,7.19
100,38,50,95,1.87,0.0,8.48
100,38,50,99,1.87,0.0,11.1
100,58,50,90,16.14,4.2,28.62
100,58,50,95,16.14,2.44,30.48
100,58,50,99,16.14,0.0,33.81
100,62,50,90,23.39,10.6,35.32
100,62,50,95,23.39,7.65,37.01
100,62,50,99,23.39,2.73,40.04
100,65,50,90,29.3,17.23,40.41
100,65,50,95,29.3,14.12,41.97
100,65,50,99,29.3,7.77,44.77
100,61,50,90,21.48,8.65,33.63
100,61,50,95,21.48,5.84,35.36
100,61,50,99,21.48,0.0,38.47
100,32,50,90,1.09,0.0,5.02
100,32,50,95,1.09,0.0,5.94
100,32,50,99,1.09,0.0,7.95
100,37,50,90,1.7,0.0,6.77
100,37,50,95,1.7,0.0,7.99
100,37,50,99,1.7,0.0,10.5
100,34,50,90,1.3,0.0,5.57
100,34,50,95,1.3,0.0,6.68
100,34,50,99,1.3,0.0,8.91
100,31,50,90,0.99,0.0,4.73
100,31,50,95,0.99,0.0,5.52
100,31,50,99,0.99,0.0,7.6
100,63,50,90,25.34,12.71,37.02
100,63,50,95,25.34,9.71,38.66
100,63,50,99,25.34,3.9,41.62
100,23,80,90,5.24,0.0,11.79
100,23,80,95,5.24,0.0,12.88
100,23,80,99,5.24,0.0,14.9
100,20,80,90,3.35,0.0,8.96
100,20,80,95,3.35,0.0,9.99
100,20,80,99,3.35,0.0,11.95
100,17,80,90,2.1,0.0,6.65
100,17,80,95,2.1,0.0,7.61
100,17,80,99,2.1,0.0,9.44
100,28,80,90,10.03,3.24,17.18
100,28,80,95,10.03,2.0,18.24
100,28,80,99,10.03,0.0,20.2
100,18,80,90,2.46,0.0,7.41
100,18,80,95,2.46,0.0,8.38
100,18,80,99,2.46,0.0,10.23
100,19,80,90,2.87,0.0,8.14
100,19,80,95,2.87,0.0,9.14
100,19,80,99,2.87,0.0,11.01
100,22,80,90,4.52,0.0,10.81
100,22,80,95,4.52,0.0,11.89
100,22,80,99,4.52,0.0,13.9
100,14,80,90,1.31,0.0,4.96
100,14,80,95,1.31,0.0,5.71
100,14,80,99,1.31,0.0,7.3
100,26,80,90,7.89,1.79,14.93
100,26,80,95,7.89,0.0,16.03
100,26,80,99,7.89,0.0,18.03
100,24,80,90,6.04,0.0,12.8
100,24,80,95,6.04,0.0,13.91
100,24,80,99,6.04,0.0,15.92
100,16,80,90,1.8,0.0,6.06
100,16,80,95,1.8,0.0,6.93
100,16,80,99,1.8,0.0,8.62
100,25,80,90,6.92,1.35,13.85
100,25,80,95,6.92,0.0,14.96
100,25,80,99,6.92,0.0,16.97
100,21,80,90,3.89,0.0,9.87
100,21,80,95,3.89,0.0,10.93
100,21,80,99,3.89,0.0,12.91
100,27,80,90,8.93,2.45,16.05
100,27,80,95,8.93,1.45,17.13
100,27,80,99,8.93,0.0,19.11
100,15,80,90,1.54,0.0,5.44
100,15,80,95,1.54,0.0,6.32
100,15,80,99,1.54,0.0,7.97
100,13,80,90,1.12,0.0,4.39
100,13,80,95,1.12,0.0,5.21
100,13,80,99,1.12,0.0,6.66
100,11,80,90,0.8,0.0,3.66
100,11,80,95,0.8,0.0,4.23
100,11,80,99,0.8,0.0,5.57
100,30,80,90,12.37,5.4,19.46
100,30,80,95,12.37,3.8,20.48
100,30,80,99,12.37,0.0,22.4
100,29,80,90,11.18,4.25,18.31
100,29,80,95,11.18,2.84,19.36
100,29,80,99,11.18,0.0,21.3
100,12,80,90,0.95,0.0,4.05
100,12,80,95,0.95,0.0,4.74
100,12,80,99,0.95,0.0,6.13
100,31,80,90,13.58,6.58,20.6
100,31,80,95,13.58,4.91,21.61
100,31,80,99,13.58,1.97,23.51
100,10,80,90,0.68,0.0,3.21
100,10,80,95,0.68,0.0,3.92
100,10,80,99,0.68,0.0,5.09
100,32,80,90,14.81,7.85,21.75
100,32,80,95,14.81,6.14,22.75
100,32,80,99,14.81,2.98,24.61
100,34,80,90,17.29,10.5,24.05
100,34,80,95,17.29,8.8,25.02
100,34,80,99,17.29,5.37,26.83
100,6,80,90,0.3,0.0,2.06
100,6,80,95,0.3,0.0,2.65
100,6,80,99,0.3,0.0,3.46
100,92,20,90,58.25,43.23,70.65
100,92,20,95,58.25,38.43,72.06
100,92,20,99,58.25,26.36,74.48
100,66,50,90,31.31,19.56,42.12
100,66,50,95,31.31,16.49,43.62
100,66,50,99,31.31,10.0,46.35
100,67,50,90,33.32,21.91,43.82
100,67,50,95,33.32,18.91,45.28
100,67,50,99,33.32,12.45,47.92
100,64,50,90,27.31,14.94,38.71
100,64,50,95,27.31,11.84,40.31
100,64,50,99,27.31,5.66,43.19
100,73,50,90,45.44,36.09,54.03
100,73,50,95,45.44,33.62,55.23
100,73,50,99,45.44,28.22,57.39
100,68,50,90,35.34,24.26,45.52
100,68,50,95,35.34,21.34,46.94
100,68,50,99,35.34,15.0,49.5
100,35,50,90,1.42,0.0,5.89
100,35,50,95,1.42,0.0,7.02
100,35,50,99,1.42,0.0,9.39
100,69,50,90,37.36,26.63,47.22
100,69,50,95,37.36,23.79,48.6
100,69,50,99,37.36,17.62,51.08
100,70,50,90,39.38,28.99,48.92
100,70,50,95,39.38,26.25,50.26
100,70,50,99,39.38,20.26,52.66
100,72,50,90,43.42,33.72,52.33
100,72,50,95,43.42,31.16,53.57
100,72,50,99,43.42,25.56,55.81
100,40,80,90,24.8,18.62,30.96
100,40,80,95,24.8,17.06,31.83
100,40,80,99,24.8,13.83,33.48
100,36,80,90,19.79,13.19,26.35
100,36,80,95,19.79,11.54,27.29
100,36,80,99,19.79,8.12,29.05
100,33,80,90,16.05,9.16,22.9
100,33,80,95,16.05,7.45,23.88
100,33,80,99,16.05,4.13,25.72
100,38,80,90,22.3,15.9,28.65
100,38,80,95,22.3,14.3,29.56
100,38,80,99,22.3,10.96,31.26
100,35,80,90,18.54,11.84,25.2
100,35,80,95,18.54,10.17,26.15
100,35,80,99,18.54,6.72,27.94
100,41,80,90,26.06,19.97,32.11
100,41,80,95,26.06,18.45,32.97
100,41,80,99,26.06,15.27,34.59
100,37,80,90,21.05,14.55,27.5
100,37,80,95,21.05,12.92,28.42
100,37,80,99,21.05,9.53,30.15
